major_options,count
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",49
"['Navigation System', 'Chrome Wheels']",48
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",48
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Cold Weather Package', 'Convenience Package']",48
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",48
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Backup Camera']",48
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay', 'Multi Zone Climate Control']",48
"['Navigation System', 'Adaptive Cruise Control', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'CarPlay']",48
"['Alloy Wheels', 'Backup Camera', 'Cargo Package', 'Heated Seats', 'Android Auto', 'CarPlay']",48
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Heated Seats', 'Android Auto', 'CarPlay']",48
"['Navigation System', 'Third Row Seating', 'Steel Wheels', 'Bluetooth', 'Backup Camera']",48
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",48
"['Navigation System', 'Backup Camera', 'Heated Seats']",48
"['Customer Preferred Package', 'Preferred Package']",48
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",48
"['Navigation System', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']",48
"['Steel Wheels', 'Bluetooth', 'Remote Start']",47
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Quick Order Package']",47
"['Bluetooth', 'Quick Order Package']",47
"['Steel Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",47
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Quick Order Package']",47
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",47
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",47
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",47
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Adaptive Suspension', 'Backup Camera', 'Heat Package', 'Heated Seats', 'Android Auto', 'CarPlay']",47
"['Navigation System', 'Alloy Wheels', 'Heated Seats']",47
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Convenience Package']",47
"['Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Backup Camera', 'Heated Seats']",47
"['Bluetooth', 'Parking Sensors']",46
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",46
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'Quick Order Package', 'CarPlay']",46
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",46
"['Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Android Auto', 'CarPlay', 'Convenience Package']",46
"['Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",46
"['Appearance Package', 'Steel Wheels', 'Backup Camera', 'Convenience Package']",46
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",46
"['Leather Seats', 'Navigation System', 'Alloy Wheels']",46
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Quick Order Package']",46
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",46
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",46
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heat Package', 'Heated Seats', 'Cold Weather Package']",46
"['Bluetooth', 'Remote Start', 'Multi Zone Climate Control']",46
"['Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",46
"['Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",46
"['Chrome Wheels', 'Bluetooth']",46
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",45
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",45
"['Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",45
"['Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats']",45
"['Parking Sensors', 'Quick Order Package']",45
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",45
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",45
"['Alloy Wheels', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Cold Weather Package', 'CarPlay']",45
"['Bluetooth', 'Backup Camera', 'Remote Start', 'Quick Order Package']",45
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",45
"['Navigation System', 'Premium Package']",45
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",45
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",45
"['Alloy Wheels', 'Parking Sensors']",44
"['Customer Preferred Package', 'Preferred Package', 'Parking Sensors', 'Quick Order Package']",44
"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'CarPlay']",44
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",44
"['Leather Seats', 'Navigation System', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",44
"['Adaptive Cruise Control', 'Bluetooth', 'Multi Zone Climate Control']",44
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Android Auto', 'CarPlay']",44
"['Bluetooth', 'Blind Spot Monitoring', 'Parking Sensors']",44
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",44
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Quick Order Package']",44
"['Sunroof/Moonroof', 'Alloy Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",44
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'CarPlay']",44
"['Bluetooth', 'Steel Wheels']",44
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",44
"['Technology Package', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",44
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",44
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors']",44
"['Parking Sensors', 'Heated Seats', 'Android Auto', 'Cold Weather Package', 'CarPlay']",44
"['Third Row Seating', 'Backup Camera', 'Heated Seats']",44
"['Navigation System', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",44
"['Power Package', 'Appearance Package', 'Steel Wheels', 'Backup Camera']",44
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",43
"['Value Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",43
"['Alloy Wheels', 'Bluetooth', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",43
"['Third Row Seating', 'Bluetooth']",43
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']",43
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Technology Package', 'Third Row Seating', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",43
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Backup Camera']",43
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Premium Package', 'Heated Seats', 'Android Auto', 'CarPlay']",43
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",43
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats', 'Android Auto', 'CarPlay']",43
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Quick Order Package']",43
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",43
"['Leather Seats', 'Navigation System', 'Backup Camera']",43
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats']",43
"['Navigation System', 'Adaptive Cruise Control', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",43
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'CarPlay']",43
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",43
"['Leather Seats', 'Driver Confidence Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",42
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",42
"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",42
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Comfort Package']",42
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",42
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",42
"['Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",42
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",42
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Convenience Package']",42
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Adaptive Suspension', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",42
"['Adaptive Cruise Control', 'Alloy Wheels', 'Steel Wheels', 'Bluetooth', 'Backup Camera']",42
"['Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Comfort Package', 'Android Auto', 'CarPlay']",42
"['Value Package', 'Sunroof/Moonroof', 'Customer Preferred Package', 'Navigation System', 'Preferred Package', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",42
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",42
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Heated Seats']",42
"['Navigation System', 'Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']",41
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",41
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",41
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors']",41
"['Alloy Wheels', 'Bluetooth', 'Premium Wheels', 'Backup Camera']",41
"['Leather Seats', 'Alloy Wheels', 'Backup Camera', 'Heated Seats']",41
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",41
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",41
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",41
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",41
"['Alloy Wheels', 'Preferred Package', 'Third Row Seating', 'Remote Start', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",41
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Quick Order Package']",41
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Quick Order Package']",40
"['Sport Package', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Suspension Package', 'Steel Wheels']",40
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Driver Confidence Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",40
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",40
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",40
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Premium Package', 'Heated Seats']",40
"['Sunroof/Moonroof', 'Third Row Seating']",40
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Cold Weather Package']",40
"['Navigation System', 'Bluetooth', 'Backup Camera', 'Heated Seats']",40
"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",40
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Blind Spot Monitoring', 'Heated Seats']",40
"['Sunroof/Moonroof', 'Backup Camera', 'Android Auto', 'CarPlay']",40
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",40
"['Alloy Wheels', 'Third Row Seating', 'Quick Order Package']",40
"['Navigation System', 'Steel Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']",40
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",40
"['Leather Seats', 'Navigation System', 'Chrome Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",40
"['Value Package', 'Power Package', 'Steel Wheels', 'Backup Camera']",39
"['Steel Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",39
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'CarPlay']",39
"['Steel Wheels', 'Backup Camera', 'Quick Order Package']",39
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']",39
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Premium Package', 'Heated Seats', 'Android Auto', 'CarPlay']",39
"['Navigation System', 'Alloy Wheels', 'Technology Package', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",39
"['Adaptive Cruise Control', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",39
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",39
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",39
"['Alloy Wheels', 'Technology Package', 'Bluetooth', 'Backup Camera']",39
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",39
['SE Package'],39
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Technology Package', 'Third Row Seating', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",39
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",39
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']",39
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors']",39
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Cold Weather Package', 'Quick Order Package', 'CarPlay']",39
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",39
"['Alloy Wheels', 'Preferred Package', 'Backup Camera', 'Android Auto', 'CarPlay', 'Convenience Package']",38
"['Third Row Seating', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Comfort Package', 'Android Auto', 'CarPlay']",38
"['Navigation System', 'Bluetooth', 'Remote Start']",38
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Remote Start']",38
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Adaptive Suspension', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",38
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Backup Camera', 'Android Auto', 'CarPlay']",38
"['Leather Seats', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",38
"['Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",38
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Adaptive Cruise Control', 'Preferred Equipment Package', 'Bluetooth', 'Heated Seats', 'Multi Zone Climate Control']",38
"['Alloy Wheels', 'Backup Camera', 'Cargo Package', 'Android Auto', 'CarPlay']",38
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Technology Package', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",38
"['Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",38
"['Sunroof/Moonroof', 'Navigation System', 'Preferred Equipment Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",38
"['Steel Wheels', 'Backup Camera', 'Android Auto', 'CarPlay', 'Convenience Package']",38
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",38
"['Driver Confidence Package', 'Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",37
"['Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Comfort Package', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",37
"['Navigation System', 'Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay', 'Convenience Package']",37
"['Alloy Wheels', 'Bluetooth', 'Heated Seats', 'Cold Weather Package']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Heated Seats']",37
"['Value Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay', 'Convenience Package']",37
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Cargo Package', 'Heated Seats']",37
"['Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start', 'CarPlay']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",37
"['Third Row Seating', 'Adaptive Suspension', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Technology Package', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",37
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",37
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",37
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Adaptive Suspension', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Multi Zone Climate Control']",37
